id;page;website_products;note;masked_note
6294ad5896a1b9137031fee8;https://www.ateme.com/product-network-management-system/;Further, it owns proprietary products.;With Ateme’s PILOT management and orchestration solutions you simplify your video-delivery operations, create efficiencies, and exploit new revenue opportunities with business intelligence and automation – both on-premises and in the cloud.;With [MASK] management and orchestration solutions you simplify your video-delivery operations, create efficiencies, and exploit new revenue opportunities with business intelligence and automation – both on-premises and in the cloud.
6294ae4f96a1b9137031fef3;https://www.crescendo.ro/en/2013/05/28/crescendo-develops-xactim-part-of-crescendo-apps/;It owns proprietary products named iPlanner and xActiM.;In order to support companies that aim to increase profitability and efficiency, Crescendo has developed xActim – Microsoft Dynamics CRM based business management solution.;In order to support companies that aim to increase profitability and efficiency, [MASK] has developed [MASK] – Microsoft Dynamics CRM based business management solution.
6294ae4f96a1b9137031fef3;https://www.crescendo.ro/en/2013/05/28/crescendo-develops-xactim-part-of-crescendo-apps/;It owns proprietary products named iPlanner and xActiM.;The xActim solution is fully integrated with the core CRM features (leads, sales opportunities, contracts, support cases, marketing, goal management) and can be implemented either as a standalone solution or as an extension of any Microsoft Dynamics implementation Existing CRM.;The [MASK] solution is fully integrated with the core CRM features (leads, sales opportunities, contracts, support cases, marketing, goal management) and can be implemented either as a standalone solution or as an extension of any Microsoft Dynamics implementation Existing CRM.
6294ae7896a1b9137031fef6;http://www.sevitex.com/cosa-facciamo/;It owns proprietary products named Sevitex.;Sevitex has made the selection of the best raw materials one of its strengths, maintaining quality standards at every stage of its production process and ensuring a high quality product that can guarantee elegance, softness and resistance over time.;[MASK] has made the selection of the best raw materials one of its strengths, maintaining quality standards at every stage of its production process and ensuring a high quality product that can guarantee elegance, softness and resistance over time.
6294aedc96a1b9137031fefd;https://www.studio10fashion.be/kopie-van-fabienne-chapot;It owns proprietary products names Frida, March23, Leeandme and Heartmind.;The Frida product is famous for its use of high quality and fine materials, very comfortable lasts and a good price-quality combination;The [MASK] product is famous for its use of high quality and fine materials, very comfortable lasts and a good price-quality combination.
6294af1f96a1b9137031ff06;https://www.edlund.dk/events-og-nyheder/ap-pension-vaelger-actulus;It owns proprietary product named ACTULUS.;ACTULUS® is Edlund's next-generation platform consisting of ACTULUS Portfolio Calculator for solvency, accounting and risk management when calculating market values ​​and cash flows, as well as PROBABLI, which performs Asset Liability Management (ALM) and at the same time ensures compliance with current and future legislation on the companies' statement of accounts and solvency.;[MASK] is Edlund's next-generation platform consisting of [MASK] Portfolio Calculator for solvency, accounting and risk management when calculating market values ​​and cash flows, as well as PROBABLI, which performs Asset Liability Management (ALM) and at the same time ensures compliance with current and future legislation on the companies' statement of accounts and solvency.
6294afa296a1b9137031ff12;https://www.ateme.com/;Further, it owns proprietary products.;Ateme offers fully integrated solutions;[MASK] offers fully integrated solutions for video delivery that help you boost viewership engagement, acquire new customers, and unleash monetization potential.
6294afa296a1b9137031ff12;https://www.ateme.com/;Further, it owns proprietary products.;for video delivery that help you boost viewership engagement, acquire new customers, and unleash monetization potential.;
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"Petro-SIM is KBC’s leading process 
 simulation software and optimization platform for driving excellence in 
 facility performance and organizational productivity.";[MASK] is [MASK] leading process simulation software and optimization platform for driving excellence in facility performance and organizational productivity.
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"Petro-SIM process simulation technology is 
 more than just a leading software.";[MASK] process simulation technology is more than just a leading software.
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"It is also a
  thorough ‘decision support’ tool.";It is also a thorough ‘decision support’ tool.
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"Its unique open platform architecture
  promotes exceptional levels of integration and collaboration between 
 project teams.";"Its unique open platform architecture promotes exceptional levels of integration and collaboration between 
 project teams."
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"It allows date-based 
 process simulations and scenarios to be fully developed, making it a 
 uniquely effective predictive and analytical tool.";It allows date-based process simulations and scenarios to be fully developed, making it a uniquely effective predictive and analytical tool.
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"It closes the loop 
 between monitoring and planning, allowing for real-time comparisons of 
 plans, actuals and simulations.";It closes the loop between monitoring and planning, allowing for real-time comparisons of plans, actuals and simulations.
6294b07096a1b9137031ff20;https://www.kbc.global/software/process-simulation-software/;It owns proprietary products.;"For upstream oil and 
 gas, Petro-SIM is the only purpose-built process simulation software 
 that can ensure facility processing capabilities meet long term 
 reservoir needs.";"For upstream oil and 
 gas, [MASK] is the only purpose-built process simulation software 
 that can ensure facility processing capabilities meet long term 
 reservoir needs."
6294b0d496a1b9137031ff25;https://www.kbc.global/software/refinery-simulation-software/;It owns proprietary products.;"Our SIM Reactor Suite is a leading 
 refinery simulation software which carries out rigorous refinery and 
 petrochemical reactor models.";"Our [MASK] is a leading 
 refinery simulation software which carries out rigorous refinery and 
 petrochemical reactor models."
6294b0d496a1b9137031ff25;https://www.kbc.global/software/refinery-simulation-software/;It owns proprietary products.;"Our SIM Reactor Suite contains over 20 unit models that combine 
 detailed, thorough kinetic reactor simulation with accurate and 
 comprehensive product separation.";"Our [MASK] contains over 20 unit models that combine 
 detailed, thorough kinetic reactor simulation with accurate and 
 comprehensive product separation."
6294b0d496a1b9137031ff25;https://www.kbc.global/software/refinery-simulation-software/;It owns proprietary products.;"Our SIM Reactor 
 Suite’s reactor models also include detailed catalyst activity models to
  account for fresh catalyst properties, feed contaminants, catalyst 
 deactivation and catalyst makeup.";"Our [MASK] reactor models also include detailed catalyst activity models to
  account for fresh catalyst properties, feed contaminants, catalyst 
 deactivation and catalyst makeup."
6294b13a96a1b9137031ff28;https://www.kbc.global/software/supply-chain-software/;It owns proprietary products.;"Visual MESA 
 Supply Chain Scheduling (VM-SCS) enables you to maximize utilization of 
 your assets at minimum logistical costs.";"[MASK] enables you to maximize utilization of 
 your assets at minimum logistical costs."
6294b13a96a1b9137031ff28;https://www.kbc.global/software/supply-chain-software/;It owns proprietary products.;"VM-SCS is a robust, 
 agile and user-friendly scheduling tool that facilitates execution of 
 the optimum production plan and offers multi-user collaboration via a 
 web-based interface.";"[MASK] is a robust, 
 agile and user-friendly scheduling tool that facilitates execution of 
 the optimum production plan and offers multi-user collaboration via a 
 web-based interface."
6294b13a96a1b9137031ff28;https://www.kbc.global/software/supply-chain-software/;It owns proprietary products.;"VM-SCS enables you to manage all elements of the 
 chemical and hydrocarbon supply chain, including crude oil nominations, 
 ships and jetties, pipeline and tank yard operations, feedstock and 
 product blending.";"[MASK] enables you to manage all elements of the 
 chemical and hydrocarbon supply chain, including crude oil nominations, 
 ships and jetties, pipeline and tank yard operations, feedstock and 
 product blending."
6294b17c96a1b9137031ff2b;https://www.kbc.global/software/production-and-yield-accounting/;It owns proprietary products.;"Visual MESA Production Accounting (VM-PA)
  software ensures operational excellence in production and yield 
 accounting.";"[MASK] 
  software ensures operational excellence in production and yield 
 accounting."
6294b17c96a1b9137031ff2b;https://www.kbc.global/software/production-and-yield-accounting/;It owns proprietary products.;"Capturing all necessary information for the calculation of 
 inventories and material movements in a given period, VM-PA is a 
 must-have tool for mass loss detection in complex industrial 
 environments.";"Capturing all necessary information for the calculation of 
 inventories and material movements in a given period, [MASK] is a 
 must-have tool for mass loss detection in complex industrial 
 environments."
6294b17c96a1b9137031ff2b;https://www.kbc.global/software/production-and-yield-accounting/;It owns proprietary products.;"VM-PA generates mathematical 
 reconciliation models to detect losses, custody transfer errors and data
  input errors in support of mass loss detection leading practices.";"[MASK] generates mathematical 
 reconciliation models to detect losses, custody transfer errors and data
  input errors in support of mass loss detection leading practices."
6294b17c96a1b9137031ff2b;https://www.kbc.global/software/production-and-yield-accounting/;It owns proprietary products.;"VM-PA facilitates best 
 practice work processes by providing an accurate view of operations and 
 actionable results for maintenance, loss minimization and accounting 
 practices.";"[MASK] facilitates best 
 practice work processes by providing an accurate view of operations and 
 actionable results for maintenance, loss minimization and accounting 
 practices."
6294b17c96a1b9137031ff2b;https://www.kbc.global/software/production-and-yield-accounting/;It owns proprietary products.;"VM-PA software can 
 model both the process side as well as the utilities side.";"[MASK] software can 
 model both the process side as well as the utilities side."
6294b17c96a1b9137031ff2b;https://www.kbc.global/software/production-and-yield-accounting/;It owns proprietary products.;"It can 
 include the entire supply chain inventories and all material movements, 
 as well as pipelines.";"It can 
 include the entire supply chain inventories and all material movements, 
 as well as pipelines."
6294b3bc96a1b9137031ff32;https://trustquay.com/other-products/;It owns proprietary products named Microgen G3, Microgen Musketeer, Microgen Cortex, Microgen PowerQuote, Microgen Interlink and Microgen AIMS.;Musketeer is a treasury risk management system used by the treasury function within investment banks, retail banks and other financial institutions.;[MASK] is a treasury risk management system used by the treasury function within investment banks, retail banks and other financial institutions.
6294b3bc96a1b9137031ff32;https://trustquay.com/other-products/;It owns proprietary products named Microgen G3, Microgen Musketeer, Microgen Cortex, Microgen PowerQuote, Microgen Interlink and Microgen AIMS.;Interlink is a product design system for investment management companies trading as multi-managers, fund of funds, pooled pension, and segregated funds.;[MASK] is a product design system for investment management companies trading as multi-managers, fund of funds, pooled pension, and segregated funds.
6294b3bc96a1b9137031ff32;https://trustquay.com/other-products/;It owns proprietary products named Microgen G3, Microgen Musketeer, Microgen Cortex, Microgen PowerQuote, Microgen Interlink and Microgen AIMS.;Cortex is a software system designed for companies trading commodity products, with particular focus on the London Metal Exchange (LME).;[MASK] is a software system designed for companies trading commodity products, with particular focus on the London Metal Exchange (LME).
6294b3bc96a1b9137031ff32;https://trustquay.com/other-products/;It owns proprietary products named Microgen G3, Microgen Musketeer, Microgen Cortex, Microgen PowerQuote, Microgen Interlink and Microgen AIMS.;G3 is a fully scalable and integrated private banking, custody and investment management system;[MASK] is a fully scalable and integrated private banking, custody and investment management system
6294b3bc96a1b9137031ff32;https://trustquay.com/other-products/;It owns proprietary products named Microgen G3, Microgen Musketeer, Microgen Cortex, Microgen PowerQuote, Microgen Interlink and Microgen AIMS.;AIMS is a system designed for the global asset management market and provides integrated portfolio modelling.;[MASK] is a system designed for the global asset management market and provides integrated portfolio modelling.
6294b3bc96a1b9137031ff32;https://trustquay.com/other-products/;It owns proprietary products named Microgen G3, Microgen Musketeer, Microgen Cortex, Microgen PowerQuote, Microgen Interlink and Microgen AIMS.;PowerQuote is a software product that enables retail electricity suppliers to price complex contracts for end-user customers or energy brokers.;[MASK] is a software product that enables retail electricity suppliers to price complex contracts for end-user customers or energy brokers.
6294b5f596a1b9137031ff3b;https://www.crescendo.ro/2013/05/28/crescendo-dezvolta-xactim-parte-a-crescendo-apps/;It owns proprietary products named iPlanner and xActiM.;Crescendo has developed;
6294b5f596a1b9137031ff3b;https://www.crescendo.ro/2013/05/28/crescendo-dezvolta-xactim-parte-a-crescendo-apps/;It owns proprietary products named iPlanner and xActiM.;an activity management solution based on the Microsoft Dynamics CRM platform.;an activity management solution based on the Microsoft Dynamics CRM platform.
6294b6b896a1b9137031ff40;https://www.edlund.dk/events-og-nyheder/actulus-the-conference;It owns proprietary product named ACTULUS.;ACTULUS, which is Edlund's state-of-the-art solution for solvency and risk management, is a product of this collaboration, and several of the solution's models and features have been developed on the basis of the project's scientific results.;[MASK], which is Edlund's state-of-the-art solution for solvency and risk management, is a product of this collaboration, and several of the solution's models and features have been developed on the basis of the project's scientific results.
6294b6f296a1b9137031ff47;https://www.slib.com/post-trade/plateforme-de-reglement-livraison/;It owns proprietary products which include SLIB CMS, SLIB Matching, SLIB Reconciliation and SLIB settlement.;SLIB Settlement makes it possible to effectively manage the settlement/delivery activity regardless of the market or depositary concerned.;[MASK] makes it possible to effectively manage the settlement/delivery activity regardless of the market or depositary concerned.
6294b6f296a1b9137031ff47;https://www.slib.com/post-trade/plateforme-de-reglement-livraison/;It owns proprietary products which include SLIB CMS, SLIB Matching, SLIB Reconciliation and SLIB settlement.;These reconciliation modules make it possible to verify that your transactions and assets are accurately recorded in your books.;These reconciliation modules make it possible to verify that your transactions and assets are accurately recorded in your books.
6294b8c596a1b9137031ff5b;https://www.solteq.com/en/retail-and-wholesale/solteq-tekso;It develops and owns proprietary products named Solteq POS, Solteq Annata IDMS, Solteq AS, Solteq eCar and Solteq Tekso.;Tekso is the most versatile cash register system, providing functionalities required especially by fashion and hardware shops, other specialty shops and grocery retail.;[MASK] is the most versatile cash register system, providing functionalities required especially by fashion and hardware shops, other specialty shops and grocery retail.
6294b8c596a1b9137031ff5b;https://www.solteq.com/en/retail-and-wholesale/solteq-tekso;It develops and owns proprietary products named Solteq POS, Solteq Annata IDMS, Solteq AS, Solteq eCar and Solteq Tekso.;Tekso is already used in 560 shops and in nearly one thousand cash registers.;[MASK] is already used in 560 shops and in nearly one thousand cash registers.
6294baf696a1b9137031ff6c;https://www.solteq.com/no/detaljhandel/solteq-cloud-pos;It develops and owns proprietary products named Solteq POS, Solteq Annata IDMS, Solteq AS, Solteq eCar and Solteq Tekso.;User-friendly and reliable point-of-sale solution (POS) aimed at retail, restaurants, cafes, festivals and events.;User-friendly and reliable point-of-sale solution [MASK] aimed at retail, restaurants, cafes, festivals and events.
6294bd6596a1b9137031ff7d;https://www.metapack.com/companyprofile/;It owns proprietary products.;Our platform integrates over 400 carriers and 4,900 delivery services such as Next Day, Click and Collect, Locker Boxes, and International Delivery – ensuring that retailers and brands can offer delivery options and convenience for their customers.;Our platform integrates over 400 carriers and 4,900 delivery services such as [MASK] , [MASK] and [MASK] , [MASK] , and [MASK] – ensuring that retailers and brands can offer delivery options and convenience for their customers.
6294be4e96a1b9137031ff82;https://www.omniaintranet.com/omnia/;It owns the proprietary product Omnia.;Omnia will help your workforce to get things done;[MASK] will help your workforce to get things done by supporting the digital workplace within six vital areas.
6294be4e96a1b9137031ff82;https://www.omniaintranet.com/omnia/;It owns the proprietary product Omnia.;by supporting the digital workplace within six vital areas.;
6294bfa096a1b9137031ff8b;https://vr-networld.de/unsere-leistungen/webbank/;It owns proprietary products which include web bank+.;With the current solution - the webBank+ - the focus of the website is on users and customers.;With the current solution - the [MASK] - the focus of the website is on users and customers.
6294c03396a1b9137031ff90;https://www.amelco.co.uk/en/solutions/financials/;It owns proprietary products named ATS - MULTI ASSET TRADING PLATFORM and SPORTSBOOK PLATFORM.;A multi-asset trading platform for banking and inter-dealer brokers.;A [MASK] for banking and inter-dealer brokers.
6294c0cb96a1b9137031ff93;https://www.amelco.co.uk/en/solutions/sportsbooks/;It owns proprietary products named ATS - MULTI ASSET TRADING PLATFORM and SPORTSBOOK PLATFORM.;Kick start your sportsbook project with our sportsbook development package enabling you to build your own sportsbook with our latest APIs and streaming technology.Integrate our modules and experience the benefits of our high performance sportsbook platform.;Kick start your [MASK] project with our [MASK] development package enabling you to build your own [MASK] with our latest APIs and streaming technology.Integrate our modules and experience the benefits of our high performance [MASK] .
6294c1d096a1b9137031ff9c;https://www.beyondtrust.com/blog/entry/macos-high-sierra-bug-defendpoint-users-are-protected;It owns a proprietary product named Defendpoint.;"""Defendpoint for Mac contains numerous security measures to prevent tampering and abuse and these will prevent this vulnerability from being exploited.""";[MASK] for Mac contains numerous security measures to prevent tampering and abuse and these will prevent this vulnerability from being exploited.
6294c57796a1b9137031ffa5;https://public.craneware.com/news/press-releases/2013/innovations-workflow;It owns proprietary products named Chargemaster Toolkit®, Chargemaster Toolkit®, Physician Revenue Toolkit® and Supplies ChargeLink®.;Chargemaster Toolkit is the industry’s original chargemaster management solution, designed to capture legitimate reimbursement by automating chargemaster management processes, bringing together expertise from clinical departments, the revenue cycle and relevant industry reference information.;[MASK] is the industry’s original chargemaster management solution, designed to capture legitimate reimbursement by automating chargemaster management processes, bringing together expertise from clinical departments, the revenue cycle and relevant industry reference information.
6294c83c96a1b9137031ffb6;https://www.digitalbarriers.com/about-us-2/#our-history;It also owns proprietary products.;Our Edge-AI and IOT surveillance solutions have led the way for defence, security and counter-terrorism organisations across the world and have become integral to the effectiveness of operations, providing vital insight that puts decision-makers in control.;Our [MASK] and [MASK] surveillance solutions have led the way for defence, security and counter-terrorism organisations across the world and have become integral to the effectiveness of operations, providing vital insight that puts decision-makers in control.
6294c9fc96a1b9137031ffbb;https://www.diligent.com/boards-login/;It owns proprietary products named Diligent Boards, Diligent messenger and Diligent entity management.;With Diligent’s web based solutions, you can access Diligent Boards™ online and enjoy a simplified experience around creating and accessing board materials.;With [MASK] web based solutions, you can access [MASK] online and enjoy a simplified experience around creating and accessing board materials.
6294c9fc96a1b9137031ffbb;https://www.diligent.com/boards-login/;It owns proprietary products named Diligent Boards, Diligent messenger and Diligent entity management.;Diligent Messenger enables secure communications between the organization and the board, available anywhere, anytime.;[MASK] enables secure communications between the organization and the board, available anywhere, anytime.
6294ca6e96a1b9137031ffbe;https://www.diligent.com/landing-pages/entity-management-software;It owns proprietary products named Diligent Boards, Diligent messenger and Diligent entity management.;Diligent Entities enables organizations to centralize and manage their corporate subsidiary data management to simplify entity governance throughout the entire organization improving compliance and mitigating risk;[MASK] Entities enables organizations to centralize and manage their corporate subsidiary data management to simplify entity governance throughout the entire organization improving compliance and mitigating risk
6294cc1196a1b9137031ffc5;https://www.emisgroupplc.com/news-and-media/news/emis-web-helps-to-deliver-individual-health-record-in-wales/;It owns proprietary products named EMIS Web, EMIS Mobile and OptoMize.;Real-time data streaming via EMIS Web – the new system from leading GP software supplier EMIS – is one of the components that will deliver the Individual Health Record (IHR) service being introduced by NHS Wales.;Real-time data streaming via [MASK] – the new system from leading GP software supplier [MASK] – is one of the components that will deliver the Individual Health Record (IHR) service being introduced by NHS Wales.
6294cc6c96a1b9137031ffc8;https://www.emisgroupplc.com/news-and-media/news/emis-mobile-connecting-community-care/;It owns proprietary products named EMIS Web, EMIS Mobile and OptoMize.;“EMIS Mobile is particularly useful, as it will enable us to deliver great healthcare even where there is no mobile signal – it’s a real plus in an area like North Somerset, where we struggle with mobile network coverage.”;[MASK] is particularly useful, as it will enable us to deliver great healthcare even where there is no mobile signal – it’s a real plus in an area like North Somerset, where we struggle with mobile network coverage.
6294cd6f96a1b9137031ffcd;https://www.eca-international.com/services/software-calculators/assignment-management-software/ecaenterprise;It owns a proprietary product named ECAENTERPRISE.;Optimise your global mobility programme with ECAEnterprise - the assignment management system that integrates processes, calculations and interfaces to deliver successful international assignments from start to finish;Optimise your global mobility programme with [MASK] - the assignment management system that integrates processes, calculations and interfaces to deliver successful international assignments from start to finish
6294cd6f96a1b9137031ffcd;https://www.eca-international.com/services/software-calculators/assignment-management-software/ecaenterprise;It owns a proprietary product named ECAENTERPRISE.;ECAEnterprise is a flexible tool which helps us run the necessary calculations and reports to manage our international assignments efficiently. It incorporates our needs and allows us to serve the business quickly and impressively.;[MASK] is a flexible tool which helps us run the necessary calculations and reports to manage our international assignments efficiently. It incorporates our needs and allows us to serve the business quickly and impressively.
6294ce3896a1b9137031ffd4;https://iconsolutions.com/payments-solutions/ipf-instant-payments/;It owns proprietary products named IPF and IPF SIANet Gateway.;IPF is a cloud native, highly cost effective, collaborative payments platform that combines open source technology with light-weight integration.;[MASK] is a cloud native, highly cost effective, collaborative payments platform that combines open source technology with light-weight integration.
6294ce3896a1b9137031ffd4;https://iconsolutions.com/payments-solutions/ipf-instant-payments/;It owns proprietary products named IPF and IPF SIANet Gateway.;simplifies the complexities of payments and focuses on the fundamental requirements necessary for a successful payments modernisation strategy.;simplifies the complexities of payments and focuses on the fundamental requirements necessary for a successful payments modernisation strategy.
6294cf9196a1b9137031ffd9;https://www.instem.com/solutions/submit/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;The submit™ platform provides a suite of integrated tools and services for the creation;The [MASK] platform provides a suite of integrated tools and services for the creation and management of [MASK] datasets and associated documents for Contract Research Organizations (CROs) and Sponsors.
6294cf9196a1b9137031ffd9;https://www.instem.com/solutions/submit/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;and management of SEND datasets and associated documents for;
6294cf9196a1b9137031ffd9;https://www.instem.com/solutions/submit/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;Contract Research Organizations (CROs) and Sponsors.;
6294cfac96a1b9137031ffdc;https://www.instem.com/solutions/sendview/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;"The SENDView™ application uniquely simplifies the review of SEND datasets; enabling the user to overcome hard-to-understand SEND concepts, view the data and its relationships in meaningful combinations and to easily keep track of their dataset review progress.";"The [MASK] application uniquely simplifies the review of [MASK] datasets; enabling the user to overcome hard-to-understand [MASK] concepts, view the data and its relationships in meaningful combinations and to easily keep track of their dataset review progress."
6294cfe196a1b9137031ffdf;https://www.instem.com/solutions/send-explorer/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;SEND Explorer® provides advanced single and multi-study visualization and analysis capabilities for nonclinical study data in SEND (Standard for Exchange of Nonclinical Data) format.;[MASK] provides advanced single and multi-study visualization and analysis capabilities for nonclinical study data in [MASK] (Standard for Exchange of Nonclinical Data) format.
6294cfe196a1b9137031ffdf;https://www.instem.com/solutions/send-explorer/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;SEND Explorer is an intuitive web-based application with optional data warehousing capabilities allowing data sources other than SEND to be integrated and available for querying and analysis.;[MASK] is an intuitive web-based application with optional data warehousing capabilities allowing data sources other than [MASK] to be integrated and available for querying and analysis.
6294d01696a1b9137031ffe2;https://www.instem.com/solutions/send-trial/;Further, it is involved in the ownership of proprietary products named submit™, SENDView™, SEND Explorer®, SENDTrial™ and SEND.;The SENDTrial™ solution offers organizations of all sizes the ability to more easily create Trial Design domains, which are often difficult to create manually or through extraction from data collection systems.;The [MASK] solution offers organizations of all sizes the ability to more easily create Trial Design domains, which are often difficult to create manually or through extraction from data collection systems.
6294d06196a1b9137031ffe7;https://www.k3btg.com/solutions/fashion/;It owns proprietary products named k3|fashion and k3 for Retail.;K3 Fashion is a concept-to-consumer ERP solution, embedded in Microsoft Dynamics 365, that optimises inventory and distribution processes to drive profitability with real-time planning capabilities.;[MASK] is a concept-to-consumer ERP solution, embedded in Microsoft Dynamics 365, that optimises inventory and distribution processes to drive profitability with real-time planning capabilities.
6294d0d096a1b9137031ffea;https://www.k3btg.com/;It owns proprietary products named k3|fashion and k3 for Retail.;K3 Fashion is a concept-to-consumer ERP solution, embedded in Microsoft Dynamics 365 for Cloud for Retail, that optimises inventory and distribution processes to drive profitability with real-time planning capabilities.;[MASK] is a concept-to-consumer ERP solution, embedded in Microsoft Dynamics 365 for Cloud for Retail, that optimises inventory and distribution processes to drive profitability with real-time planning capabilities.
6294d23996a1b9137031fff1;https://www.keytree.com/products/keytree-orgchart/;It owns proprietary products named Matrix Booking, OrgChart and KIT.;Bring life to the visualisation of your organisation with OrgChart by Keytree.;Bring life to the visualisation of your organisation with [MASK] by Keytree.
6294d27f96a1b9137031fff4;https://www.keytree.com/products/;It owns proprietary products named Matrix Booking, OrgChart and KIT.;At KIT, we are all about enhancing the Customer and Brand Experience in and around the retail store.;At [MASK], we are all about enhancing the Customer and Brand Experience in and around the retail store.
